;$FILEVERSION=1.1
;$STARTTIME=45937.0536003472
;
;   Start time: 07/10/2025 01:17:11.070.0
;   Generated by PCAN-View v5.3.0.942
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
   346)       474.1  Rx     1824F401  8  00 00 00 00 00 00 00 00 
   347)       474.3  Rx     1825F401  8  00 00 00 00 00 00 00 00 
   348)       474.8  Rx     1826F401  8  00 00 00 00 00 00 00 00 
   349)       476.2  Rx     18130281  6  30 18 08 0D 0C 01 
   350)       476.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
   351)       476.7  Rx     1828F401  8  00 00 00 00 00 00 00 00 
   352)       476.7  Rx     1829F401  8  00 00 00 00 00 00 00 00 
   353)       476.8  Rx     182AF401  8  00 00 00 00 00 00 00 00 
   354)       477.4  Rx     182BF401  8  00 00 00 00 00 00 00 00 
   355)       478.6  Rx     18130381  8  03 35 03 27 00 09 00 0E 
   356)       478.9  Rx     182CF401  8  00 00 00 00 00 00 00 00 
   357)       479.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
   358)       517.2  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
   359)       517.4  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
   360)       517.5  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
   361)       517.5  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
   362)       518.1  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
   363)       518.3  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
   364)       518.3  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
   365)       518.4  Rx     1807F401  8  00 01 60 A8 02 A0 80 00 
   366)       518.4  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
   367)       518.5  Rx     1809F401  8  00 00 00 00 00 00 00 00 
   368)       518.6  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
   369)       518.6  Rx     1812F401  8  92 08 98 08 86 08 90 08 
   370)       518.7  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
   371)       518.8  Rx     1814F401  8  94 08 91 08 91 08 94 08 
   372)       519.4  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
   373)       519.4  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
   374)       520.4  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
   375)       520.5  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
   376)       521.4  Rx     1819F401  8  92 08 90 08 93 08 93 08 
   377)       522.4  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
   378)       522.4  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
   379)       523.1  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
   380)       524.6  Rx     1824F401  8  00 00 00 00 00 00 00 00 
   381)       524.6  Rx     1825F401  8  00 00 00 00 00 00 00 00 
   382)       524.7  Rx     1826F401  8  00 00 00 00 00 00 00 00 
   383)       525.6  Rx     1827F401  8  00 00 00 00 00 00 00 00 
   384)       525.6  Rx     1828F401  8  00 00 00 00 00 00 00 00 
   385)       526.7  Rx     1829F401  8  00 00 00 00 00 00 00 00 
   386)       528.0  Rx     182AF401  8  00 00 00 00 00 00 00 00 
   387)       528.0  Rx     182BF401  8  00 00 00 00 00 00 00 00 
   388)       528.2  Rx     182CF401  8  00 00 00 00 00 00 00 00 
   389)       529.8  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
   390)       560.9  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
   391)       561.9  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
   392)       563.0  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
   393)       563.1  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
   394)       563.9  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
   395)       564.0  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
   396)       564.8  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
   397)       564.9  Rx     1807F401  8  00 01 60 A8 02 A0 80 00 
   398)       565.8  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
   399)       566.9  Rx     1809F401  8  00 00 00 00 00 00 00 00 
   400)       566.9  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
   401)       568.0  Rx     1812F401  8  92 08 98 08 86 08 90 08 
   402)       568.1  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
   403)       568.9  Rx     1814F401  8  94 08 91 08 91 08 94 08 
   404)       568.9  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
   405)       569.9  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
   406)       569.9  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
   407)       571.3  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
   408)       571.3  Rx     1819F401  8  92 08 90 08 93 08 93 08 
   409)       571.9  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
   410)       572.9  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
   411)       572.9  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
   412)       574.0  Rx     1824F401  8  00 00 00 00 00 00 00 00 
   413)       574.2  Rx     1825F401  8  00 00 00 00 00 00 00 00 
   414)       574.7  Rx     18130181  8  0C EC 0C E3 34 33 06 32 
   415)       574.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
   416)       575.9  Rx     1827F401  8  00 00 00 00 00 00 00 00 
   417)       575.9  Rx     1828F401  8  00 00 00 00 00 00 00 00 
   418)       576.3  Rx     18130281  6  30 18 08 0D 0C 01 
   419)       577.0  Rx     1829F401  8  00 00 00 00 00 00 00 00 
   420)       577.2  Rx     182AF401  8  00 00 00 00 00 00 00 00 
   421)       578.1  Rx     18130381  8  03 35 03 27 00 09 00 0E 
   422)       578.3  Rx     182BF401  8  00 00 00 00 00 00 00 00 
   423)       578.3  Rx     182CF401  8  00 00 00 00 00 00 00 00 
   424)       578.9  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
   425)       611.8  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
   426)       611.9  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
   427)       612.5  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
   428)       613.5  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
   429)       613.5  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
   430)       614.5  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
   431)       614.6  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
   432)       615.5  Rx     1807F401  8  00 01 60 A8 02 A0 80 00 
   433)       615.7  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
   434)       616.6  Rx     1809F401  8  00 00 00 00 00 00 00 00 
   435)       616.6  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
   436)       617.6  Rx     1812F401  8  92 08 98 08 86 08 90 08 
   437)       619.0  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
   438)       619.1  Rx     1814F401  8  94 08 91 08 91 08 94 08 
   439)       619.2  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
   440)       619.6  Rx     1816F401  8  95 08 90 08 91 08 8B 08 
   441)       620.5  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
   442)       620.6  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
   443)       622.2  Rx     1819F401  8  92 08 91 08 93 08 93 08 
   444)       622.5  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
   445)       622.8  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
   446)       623.4  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
   447)       624.3  Rx     1824F401  8  00 00 00 00 00 00 00 00 
   448)       624.5  Rx     1825F401  8  00 00 00 00 00 00 00 00 
   449)       625.0  Rx     1826F401  8  00 00 00 00 00 00 00 00 
   450)       625.1  Rx     1827F401  8  00 00 00 00 00 00 00 00 
   451)       626.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
   452)       627.1  Rx     1829F401  8  00 00 00 00 00 00 00 00 
   453)       627.1  Rx     182AF401  8  00 00 00 00 00 00 00 00 
   454)       628.1  Rx     182BF401  8  00 00 00 00 00 00 00 00 
   455)       628.1  Rx     182CF401  8  00 00 00 00 00 00 00 00 
   456)       630.1  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
   457)       661.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
   458)       662.3  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
   459)       662.3  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
   460)       663.6  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
   461)       663.7  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
   462)       665.1  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
   463)       665.5  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
   464)       665.6  Rx     1807F401  8  00 01 60 A8 02 A0 80 00 
   465)       665.7  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
   466)       666.2  Rx     1809F401  8  00 00 00 00 00 00 00 00 
   467)       667.3  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
   468)       667.3  Rx     1812F401  8  92 08 98 08 86 08 90 08 
   469)       668.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
   470)       668.3  Rx     1814F401  8  94 08 91 08 91 08 94 08 
   471)       669.8  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
   472)       669.9  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
   473)       670.7  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
   474)       670.8  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
   475)       671.3  Rx     1819F401  8  92 08 90 08 93 08 93 08 
   476)       672.3  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
   477)       672.4  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
   478)       674.0  Rx     18130181  8  0C EC 0C E3 34 33 06 32 
   479)       674.3  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
   480)       674.3  Rx     1824F401  8  00 00 00 00 00 00 00 00 
   481)       674.5  Rx     1825F401  8  00 00 00 00 00 00 00 00 
   482)       674.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
   483)       676.2  Rx     1827F401  8  00 00 00 00 00 00 00 00 
   484)       676.2  Rx     18130281  6  30 18 08 0D 0C 01 
   485)       676.3  Rx     1828F401  8  00 00 00 00 00 00 00 00 
   486)       677.1  Rx     1829F401  8  00 00 00 00 00 00 00 00 
   487)       677.2  Rx     182AF401  8  00 00 00 00 00 00 00 00 
   488)       677.5  Rx     182BF401  8  00 00 00 00 00 00 00 00 
   489)       678.0  Rx     182CF401  8  00 00 00 00 00 00 00 00 
   490)       679.1  Rx     18130381  8  03 35 03 27 00 09 00 0E 
   491)       679.5  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
   492)       712.2  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
   493)       712.4  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
   494)       712.6  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
   495)       713.3  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
   496)       713.9  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
   497)       714.4  Rx     1805F401  8  0C 93 08 06 8D 08 01 00 
   498)       714.5  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
   499)       715.3  Rx     1807F401  8  00 01 60 A8 02 A0 80 00 
   500)       716.4  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
   501)       716.4  Rx     1809F401  8  00 00 00 00 00 00 00 00 
   502)       717.8  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
   503)       717.9  Rx     1812F401  8  92 08 98 08 86 08 90 08 
   504)       718.3  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
   505)       718.4  Rx     1814F401  8  94 08 91 08 91 08 94 08 
   506)       719.3  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
   507)       721.2  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
   508)       721.8  Rx     1817F401  8  8D 08 91 08 8D 08 92 08 
   509)       722.1  Rx     1818F401  8  90 08 93 08 8F 08 92 08 
   510)       722.4  Rx     1819F401  8  92 08 90 08 93 08 93 08 
   511)       722.7  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
   512)       722.9  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
   513)       723.2  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
   514)       724.2  Rx     1824F401  8  00 00 00 00 00 00 00 00 
   515)       724.2  Rx     1825F401  8  00 00 00 00 00 00 00 00 
   516)       725.3  Rx     1826F401  8  00 00 00 00 00 00 00 00 
   517)       725.3  Rx     1827F401  8  00 00 00 00 00 00 00 00 
   518)       726.5  Rx     1828F401  8  00 00 00 00 00 00 00 00 
   519)       726.9  Rx     1829F401  8  00 00 00 00 00 00 00 00 
   520)       727.2  Rx     182AF401  8  00 00 00 00 00 00 00 00 
   521)       728.6  Rx     182BF401  8  00 00 00 00 00 00 00 00 
   522)       728.8  Rx     182CF401  8  00 00 00 00 00 00 00 00 
   523)       728.8  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
   524)       762.1  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
   525)       762.7  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
   526)       763.7  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
   527)       763.9  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
   528)       764.0  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
   529)       764.4  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
   530)       764.5  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
   531)       765.3  Rx     1807F401  8  00 01 60 A8 02 A0 82 00 
   532)       766.0  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
   533)       767.4  Rx     1809F401  8  00 00 00 00 00 00 00 00 
   534)       767.4  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
   535)       767.5  Rx     1812F401  8  92 08 98 08 86 08 90 08 
   536)       768.5  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
   537)       768.6  Rx     1814F401  8  94 08 91 08 91 08 94 08 
   538)       769.5  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
   539)       769.6  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
   540)       770.5  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
   541)       770.6  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
   542)       772.6  Rx     1819F401  8  92 08 90 08 93 08 93 08 
   543)       773.1  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
   544)       773.5  Rx     1822F401  8  A2 02 A3 02 B2 02 A2 02 
   545)       773.7  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
   546)       774.3  Rx     18130181  8  0C EC 0C E3 34 33 06 32 
   547)       774.5  Rx     1824F401  8  00 00 00 00 00 00 00 00 
   548)       774.5  Rx     1825F401  8  00 00 00 00 00 00 00 00 
   549)       775.0  Rx     1826F401  8  00 00 00 00 00 00 00 00 
   550)       776.1  Rx     1827F401  8  00 00 00 00 00 00 00 00 
   551)       776.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
   552)       776.5  Rx     18130281  6  30 18 08 0D 0C 01 
   553)       777.1  Rx     1829F401  8  00 00 00 00 00 00 00 00 
   554)       777.1  Rx     182AF401  8  00 00 00 00 00 00 00 00 
   555)       778.0  Rx     182BF401  8  00 00 00 00 00 00 00 00 
   556)       778.1  Rx     182CF401  8  00 00 00 00 00 00 00 00 
   557)       778.2  Rx     18130381  8  03 35 03 27 00 09 00 0E 
   558)       779.1  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
   559)       812.6  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
   560)       813.3  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
   561)       813.6  Rx     1802F401  8  8D 08 0B 6E 00 00 00 00 
   562)       813.9  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
   563)       814.2  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
   564)       814.6  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
   565)       814.7  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
   566)       815.8  Rx     1807F401  8  00 01 60 A8 02 A0 82 00 
   567)       815.8  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
   568)       816.8  Rx     1809F401  8  00 00 00 00 00 00 00 00 
   569)       816.8  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
   570)       817.8  Rx     1812F401  8  92 08 98 08 86 08 8F 08 
   571)       818.5  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
   572)       818.5  Rx     1814F401  8  94 08 91 08 91 08 94 08 
   573)       819.0  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
   574)       820.5  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
   575)       821.0  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
   576)       821.0  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
   577)       823.0  Rx     1819F401  8  92 08 90 08 93 08 93 08 
   578)       823.5  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
   579)       823.8  Rx     1822F401  8  A2 02 A3 02 B2 02 A2 02 
   580)       824.4  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
   581)       824.6  Rx     1824F401  8  00 00 00 00 00 00 00 00 
   582)       824.7  Rx     1825F401  8  00 00 00 00 00 00 00 00 
   583)       824.8  Rx     1826F401  8  00 00 00 00 00 00 00 00 
   584)       826.0  Rx     1827F401  8  00 00 00 00 00 00 00 00 
   585)       826.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
   586)       827.1  Rx     1829F401  8  00 00 00 00 00 00 00 00 
   587)       827.1  Rx     182AF401  8  00 00 00 00 00 00 00 00 
   588)       828.0  Rx     182BF401  8  00 00 00 00 00 00 00 00 
   589)       829.7  Rx     182CF401  8  00 00 00 00 00 00 00 00 
   590)       829.7  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
   591)       862.2  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
   592)       862.5  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
   593)       863.7  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
   594)       864.2  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
   595)       864.8  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
   596)       865.3  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
   597)       865.7  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
   598)       865.9  Rx     1807F401  8  00 01 60 A8 02 A0 82 00 
   599)       865.9  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
   600)       866.9  Rx     1809F401  8  00 00 00 00 00 00 00 00 
   601)       866.9  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
   602)       868.8  Rx     1812F401  8  92 08 98 08 86 08 90 08 
   603)       869.3  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
   604)       869.6  Rx     1814F401  8  94 08 91 08 91 08 94 08 
   605)       869.9  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
   606)       870.5  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
   607)       870.8  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
   608)       871.8  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
   609)       872.2  Rx     1819F401  8  92 08 90 08 93 08 93 08 
   610)       872.2  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
   611)       872.6  Rx     1822F401  8  A2 02 A3 02 B2 02 A2 02 
   612)       874.3  Rx     18130181  8  0C EC 0C E2 34 33 06 32 
   613)       874.3  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
   614)       874.8  Rx     1824F401  8  00 00 00 00 00 00 00 00 
   615)       875.1  Rx     1825F401  8  00 00 00 00 00 00 00 00 
   616)       875.3  Rx     1826F401  8  00 00 00 00 00 00 00 00 
   617)       875.8  Rx     1827F401  8  00 00 00 00 00 00 00 00 
   618)       875.8  Rx     1828F401  8  00 00 00 00 00 00 00 00 
   619)       876.5  Rx     18130281  6  30 18 08 0D 0C 01 
   620)       876.5  Rx     1829F401  8  00 00 00 00 00 00 00 00 
   621)       877.5  Rx     182AF401  8  00 00 00 00 00 00 00 00 
   622)       878.1  Rx     182BF401  8  00 00 00 00 00 00 00 00 
   623)       878.1  Rx     182CF401  8  00 00 00 00 00 00 00 00 
   624)       878.2  Rx     18130381  8  03 35 03 27 00 0A 00 0E 
   625)       879.7  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
   626)       880.6  Rx     18150181  8  00 00 00 00 00 00 00 00 
   627)       882.3  Rx     18150281  8  00 00 00 00 00 00 00 00 
   628)       884.1  Rx     18130481  8  00 00 00 00 00 00 00 00 
   629)       886.1  Rx     18410181  8  00 00 00 00 00 00 00 00 
   630)       888.0  Rx     18110181  8  0C E7 0C EA 0C EA 0C EA 
   631)       890.0  Rx     18110281  8  0C E7 0C EA 0C E8 0C EC 
   632)       892.0  Rx     18110381  8  0C EC 0C EB 0C E9 0C E6 
   633)       894.0  Rx     18110481  8  0C E2 0C E9 0C EB 0C E9 
   634)       896.0  Rx     18110581  8  0C EA 0C E9 0C E8 0C EA 
   635)       898.0  Rx     18110681  8  0C E9 0C EA 0C E9 0C E9 
   636)       900.0  Rx     18110781  8  0C EA 0C EA 0C EA 0C EA 
   637)       902.0  Rx     18110881  8  0C EA 0C EA 0C EA 0C EB 
   638)       904.0  Rx     18110981  8  0C EA 0C EA 0C EA 0C E8 
   639)       906.0  Rx     18110A81  8  0C E4 0C E9 0C E8 0C EA 
   640)       908.0  Rx     18110B81  8  0C E7 0C E7 0C E8 0C EA 
   641)       910.0  Rx     18110C81  8  0C E7 0C E7 0C E7 0C E6 
   642)       912.0  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
   643)       912.0  Rx     18120181  8  03 27 03 29 03 28 03 29 
   644)       912.1  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
   645)       913.0  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
   646)       913.1  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
   647)       914.7  Rx     18120281  8  03 29 03 2D 03 29 03 2B 
   648)       915.3  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
   649)       915.4  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
   650)       915.6  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
   651)       915.7  Rx     1807F401  8  00 01 61 A8 02 A0 7F 00 
   652)       916.1  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
   653)       916.4  Rx     1809F401  8  00 00 00 00 00 00 00 00 
   654)       916.4  Rx     18120381  8  03 2C 03 2D 03 31 03 35 
   655)       918.1  Rx     18120481  8  03 2B 03 2B 03 2B 03 2C 
   656)       918.5  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
   657)       919.1  Rx     1812F401  8  93 08 98 08 86 08 90 08 
   658)       920.0  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
   659)       920.3  Rx     18120581  8  03 2E 03 2D 03 28 03 2A 
   660)       920.3  Rx     1814F401  8  94 08 91 08 91 08 94 08 
   661)       920.8  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
   662)       920.8  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
   663)       921.0  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
   664)       921.3  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
   665)       921.7  Rx     1819F401  8  92 08 91 08 93 08 93 08 
   666)       922.1  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
   667)       922.6  Rx     18120681  8  03 2A 03 2D 03 29 03 2D 
   668)       924.4  Rx     1822F401  8  A2 02 A3 02 B2 02 A2 02 
   669)       924.6  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
   670)       924.8  Rx     1824F401  8  00 00 00 00 00 00 00 00 
   671)       925.1  Rx     1825F401  8  00 00 00 00 00 00 00 00 
   672)       925.3  Rx     1826F401  8  00 00 00 00 00 00 00 00 
   673)       925.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
   674)       926.4  Rx     1828F401  8  00 00 00 00 00 00 00 00 
   675)       926.9  Rx     1829F401  8  00 00 00 00 00 00 00 00 
   676)       927.2  Rx     182AF401  8  00 00 00 00 00 00 00 00 
   677)       927.9  Rx     182BF401  8  00 00 00 00 00 00 00 00 
   678)       928.9  Rx     182CF401  8  00 00 00 00 00 00 00 00 
   679)       929.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
